order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales
CA-2018-128265,2018-11-17,2018-11-22,Second Class,VW-21775,OFF-ST-10000142,1247.64
CA-2018-118122,2018-11-17,2018-11-24,Standard Class,GG-14650,OFF-BI-10002103,13904
CA-2018-158120,2018-11-17,2018-11-21,Standard Class,KH-16330,OFF-PA-10003205,19608
CA-2018-158120,2018-11-17,2018-11-21,Standard Class,KH-16330,OFF-BI-10002813,4158
CA-2018-136308,2018-11-16,2018-11-16,Same Day,MW-18235,TEC-MA-10000488,1919976
CA-2018-121678,2018-11-16,2018-11-20,Second Class,BM-11650,OFF-BI-10002949,1824
CA-2018-160633,2018-11-16,2018-11-21,Standard Class,BS-11380,TEC-CO-10002095,899982
CA-2018-160633,2018-11-16,2018-11-21,Standard Class,BS-11380,OFF-AR-10004022,86352
CA-2018-160633,2018-11-16,2018-11-21,Standard Class,BS-11380,TEC-AC-10002335,139.96
CA-2018-108091,2018-11-16,2018-11-21,Standard Class,EK-13795,OFF-AR-10000255,23.36
US-2018-114657,2018-11-16,2018-11-21,Standard Class,MH-18115,TEC-MA-10003173,52.44
CA-2018-152142,2018-11-14,2018-11-19,Standard Class,LW-16990,FUR-CH-10002965,321568
CA-2018-137323,2018-11-14,2018-11-18,Second Class,PW-19030,OFF-ST-10003996,96.36
US-2018-118157,2018-11-14,2018-11-17,First Class,AW-10930,OFF-EN-10004459,15.28
US-2018-165344,2018-11-13,2018-11-15,First Class,SB-20290,TEC-AC-10002399,60864
US-2018-165344,2018-11-13,2018-11-15,First Class,SB-20290,TEC-MA-10002210,652995
US-2018-165344,2018-11-13,2018-11-15,First Class,SB-20290,OFF-BI-10003196,11.22
CA-2018-113873,2018-11-13,2018-11-19,Standard Class,KE-16420,OFF-ST-10000943,61792
CA-2018-113873,2018-11-13,2018-11-19,Standard Class,KE-16420,FUR-BO-10003441,2059992
CA-2018-159156,2018-11-13,2018-11-16,First Class,KB-16600,TEC-PH-10004389,629.95
CA-2018-112844,2018-11-13,2018-11-16,Second Class,SP-20620,TEC-PH-10003988,43.6
CA-2018-112844,2018-11-13,2018-11-16,Second Class,SP-20620,FUR-FU-10004845,154.95
US-2018-119662,2018-11-13,2018-11-16,First Class,CS-12400,OFF-ST-10003656,230376
US-2018-124926,2018-11-13,2018-11-18,Second Class,ME-17320,OFF-AP-10004868,9324
CA-2018-160416,2018-11-13,2018-11-18,Second Class,AD-10180,TEC-AC-10004114,163.96
CA-2018-160514,2018-11-12,2018-11-16,Standard Class,DB-13120,OFF-PA-10002479,10.56
CA-2018-134978,2018-11-12,2018-11-15,Second Class,EB-13705,OFF-BI-10003274,15.92
US-2018-116659,2018-11-12,2018-11-12,Same Day,NG-18355,TEC-PH-10002824,370782
CA-2018-122644,2018-11-12,2018-11-17,Standard Class,SF-20965,OFF-PA-10003673,10848
CA-2018-122644,2018-11-12,2018-11-17,Standard Class,SF-20965,TEC-AC-10003614,18544
US-2018-136707,2018-11-12,2018-11-15,First Class,JE-15610,OFF-BI-10003460,14016
US-2018-132220,2018-11-12,2018-11-16,Standard Class,DJ-13510,TEC-AC-10004227,62352
CA-2018-134915,2018-11-12,2018-11-12,Same Day,EM-14140,TEC-AC-10001266,41.6
CA-2018-134915,2018-11-12,2018-11-12,Same Day,EM-14140,OFF-PA-10002160,23.12
CA-2018-134915,2018-11-12,2018-11-12,Same Day,EM-14140,FUR-CH-10004875,113888
CA-2018-134915,2018-11-12,2018-11-12,Same Day,EM-14140,FUR-FU-10000305,113568
CA-2018-134915,2018-11-12,2018-11-12,Same Day,EM-14140,TEC-PH-10000347,7.92
CA-2018-134915,2018-11-12,2018-11-12,Same Day,EM-14140,TEC-PH-10001459,671984
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,OFF-BI-10000666,30.56
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,OFF-ST-10002583,77952
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,TEC-PH-10004908,67992
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,OFF-EN-10001219,12224
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,TEC-AC-10004568,44784
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,FUR-FU-10001756,22848
CA-2018-158561,2018-11-11,2018-11-16,Second Class,BB-11545,OFF-AP-10002651,1158.12
CA-2018-143455,2018-11-11,2018-11-18,Standard Class,ML-17755,OFF-PA-10004451,10368
CA-2018-143217,2018-11-11,2018-11-17,Standard Class,CG-12040,OFF-BI-10002949,18.24
CA-2018-148985,2018-11-11,2018-11-15,Second Class,TB-21190,FUR-FU-10001424,34.92
US-2018-155425,2018-11-10,2018-11-11,First Class,AB-10600,OFF-BI-10001036,38388
US-2018-155425,2018-11-10,2018-11-11,First Class,AB-10600,TEC-MA-10003183,95994
US-2018-155425,2018-11-10,2018-11-11,First Class,AB-10600,TEC-AC-10001314,239952
US-2018-155425,2018-11-10,2018-11-11,First Class,AB-10600,TEC-PH-10002563,201584
US-2018-155425,2018-11-10,2018-11-11,First Class,AB-10600,FUR-CH-10003312,899136
CA-2018-104640,2018-11-10,2018-11-16,Standard Class,FH-14275,OFF-BI-10003925,931176
CA-2018-104640,2018-11-10,2018-11-16,Standard Class,FH-14275,TEC-PH-10002200,430.88
CA-2018-161739,2018-11-10,2018-11-15,Second Class,EB-13750,FUR-FU-10001468,341.96
CA-2018-163874,2018-11-10,2018-11-12,Second Class,NC-18535,OFF-BI-10000088,26352
CA-2018-142671,2018-11-10,2018-11-14,Second Class,DR-12940,OFF-BI-10004099,11.52
CA-2018-162096,2018-11-10,2018-11-10,Same Day,TB-21190,OFF-AR-10002221,7.8
CA-2018-137624,2018-11-10,2018-11-17,Standard Class,ME-17320,FUR-CH-10001714,241424
CA-2018-158246,2018-11-09,2018-11-11,First Class,JB-15400,FUR-CH-10003061,215976
CA-2018-159597,2018-11-09,2018-11-14,Standard Class,MC-17590,OFF-ST-10002289,63.56
CA-2018-159597,2018-11-09,2018-11-14,Standard Class,MC-17590,TEC-AC-10004171,99.99
CA-2018-152912,2018-11-09,2018-11-12,Second Class,BM-11650,OFF-BI-10004728,9.64
CA-2018-152912,2018-11-09,2018-11-12,Second Class,BM-11650,TEC-AC-10004666,826.62
CA-2018-152912,2018-11-09,2018-11-12,Second Class,BM-11650,OFF-ST-10003208,1633.14
CA-2018-152912,2018-11-09,2018-11-12,Second Class,BM-11650,OFF-ST-10003208,544.38
CA-2018-119494,2018-11-09,2018-11-13,Standard Class,JE-15610,FUR-CH-10004675,523392
CA-2018-161018,2018-11-09,2018-11-11,Second Class,PN-18775,FUR-FU-10000629,96.53
CA-2018-159667,2018-11-09,2018-11-13,Standard Class,PM-19135,TEC-AC-10002567,191976
CA-2018-159667,2018-11-09,2018-11-13,Standard Class,PM-19135,TEC-PH-10004094,499168
CA-2018-155621,2018-11-08,2018-11-13,Standard Class,KN-16450,FUR-FU-10003535,274.2
CA-2018-143658,2018-11-08,2018-11-13,Second Class,SR-20425,OFF-AR-10002818,109.9
CA-2018-113460,2018-11-07,2018-11-09,Second Class,KN-16390,FUR-CH-10000422,272.97
CA-2018-122504,2018-11-07,2018-11-12,Second Class,DB-13270,TEC-AC-10003289,59.97
CA-2018-122504,2018-11-07,2018-11-12,Second Class,DB-13270,TEC-PH-10002468,761544
CA-2018-154816,2018-11-06,2018-11-10,Standard Class,VB-21745,OFF-PA-10003845,5.78
US-2018-109484,2018-11-06,2018-11-12,Standard Class,RB-19705,OFF-BI-10004738,5682
CA-2018-107720,2018-11-06,2018-11-13,Standard Class,VM-21685,OFF-ST-10001414,46.26
CA-2018-125290,2018-11-06,2018-11-10,Second Class,CC-12430,OFF-AR-10001216,13.9
CA-2018-125290,2018-11-06,2018-11-10,Second Class,CC-12430,OFF-PA-10003127,26.38
US-2018-153948,2018-11-06,2018-11-06,Same Day,FM-14290,OFF-PA-10000157,59.94
US-2018-153948,2018-11-06,2018-11-06,Same Day,FM-14290,OFF-PA-10002764,45.36
US-2018-153948,2018-11-06,2018-11-06,Same Day,FM-14290,OFF-PA-10000143,26.4
US-2018-153948,2018-11-06,2018-11-06,Same Day,FM-14290,OFF-LA-10000414,41.4
US-2018-153948,2018-11-06,2018-11-06,Same Day,FM-14290,TEC-AC-10003441,16.95
CA-2018-107174,2018-11-06,2018-11-13,Standard Class,AB-10060,FUR-TA-10004575,2036.86
CA-2018-107174,2018-11-06,2018-11-13,Standard Class,AB-10060,FUR-CH-10003312,449568
CA-2018-107174,2018-11-06,2018-11-13,Standard Class,AB-10060,TEC-AC-10001465,108.96
US-2018-111745,2018-11-05,2018-11-06,First Class,RA-19885,TEC-AC-10003911,159.99
CA-2018-154732,2018-11-05,2018-11-07,First Class,AH-10195,OFF-BI-10000474,16.03
CA-2018-114258,2018-11-05,2018-11-10,Second Class,EM-13825,TEC-PH-10003012,492768
CA-2018-118213,2018-11-05,2018-11-07,First Class,AB-10060,OFF-PA-10002615,4.41
CA-2018-118213,2018-11-05,2018-11-07,First Class,AB-10060,OFF-PA-10000565,167.94
CA-2018-118213,2018-11-05,2018-11-07,First Class,AB-10060,OFF-PA-10003673,67.8
US-2018-168116,2018-11-04,2018-11-04,Same Day,GT-14635,TEC-MA-10004125,7999.98
US-2018-168116,2018-11-04,2018-11-04,Same Day,GT-14635,OFF-AP-10002457,167.44
CA-2018-147760,2018-11-04,2018-11-05,First Class,KL-16555,FUR-TA-10004575,523764
CA-2018-147760,2018-11-04,2018-11-05,First Class,KL-16555,TEC-PH-10002483,1359.96
US-2018-122672,2018-11-04,2018-11-09,Standard Class,HG-14965,TEC-AC-10002323,70.72
US-2018-122672,2018-11-04,2018-11-09,Standard Class,HG-14965,OFF-ST-10002344,194352
US-2018-156083,2018-11-04,2018-11-11,Standard Class,JL-15175,OFF-PA-10001560,9664
CA-2018-105144,2018-11-04,2018-11-11,Standard Class,SZ-20035,OFF-LA-10003923,23.68
CA-2018-121160,2018-11-04,2018-11-04,Same Day,FM-14290,OFF-BI-10001308,7536
CA-2018-121160,2018-11-04,2018-11-04,Same Day,FM-14290,OFF-BI-10003094,1408
CA-2018-121160,2018-11-04,2018-11-04,Same Day,FM-14290,OFF-BI-10004040,4144
CA-2018-121160,2018-11-04,2018-11-04,Same Day,FM-14290,OFF-ST-10002485,52752
CA-2018-159135,2018-11-04,2018-11-08,Standard Class,KM-16375,OFF-AR-10000657,4.3
CA-2018-153339,2018-11-03,2018-11-05,Second Class,DJ-13510,FUR-FU-10001967,15992
CA-2018-142636,2018-11-03,2018-11-07,Standard Class,KC-16675,OFF-PA-10000157,139.86
CA-2018-142636,2018-11-03,2018-11-07,Standard Class,KC-16675,FUR-CH-10001891,307136
CA-2018-126046,2018-11-03,2018-11-07,Standard Class,JC-16105,OFF-LA-10004484,12.39
CA-2018-103009,2018-11-03,2018-11-05,Second Class,PJ-18835,OFF-PA-10001215,26.4
CA-2018-161130,2018-11-03,2018-11-08,Standard Class,BF-11275,TEC-PH-10002549,361376
US-2018-168802,2018-11-03,2018-11-07,Standard Class,JO-15145,OFF-BI-10002393,18368
US-2018-105998,2018-11-03,2018-11-05,First Class,CR-12580,TEC-AC-10004469,199.75
US-2018-105998,2018-11-03,2018-11-05,First Class,CR-12580,FUR-TA-10001095,1673184
CA-2018-164049,2018-11-02,2018-11-06,Standard Class,KH-16630,OFF-PA-10000791,23.85
CA-2018-116358,2018-11-02,2018-11-06,Standard Class,KM-16225,OFF-FA-10003495,18.24
CA-2018-116358,2018-11-02,2018-11-06,Standard Class,KM-16225,OFF-AR-10004685,27.78
CA-2018-143567,2018-11-02,2018-11-05,Second Class,TB-21175,OFF-EN-10004846,5.32
CA-2018-143567,2018-11-02,2018-11-05,Second Class,TB-21175,FUR-CH-10000454,975.92
CA-2018-143567,2018-11-02,2018-11-05,Second Class,TB-21175,TEC-AC-10004145,2249.91
CA-2018-143567,2018-11-02,2018-11-05,Second Class,TB-21175,OFF-ST-10001580,59.92
CA-2018-127782,2018-11-02,2018-11-06,Standard Class,TH-21115,FUR-FU-10001847,3312
CA-2018-127782,2018-11-02,2018-11-06,Standard Class,TH-21115,OFF-AP-10001962,20136
CA-2018-127782,2018-11-02,2018-11-06,Standard Class,TH-21115,OFF-EN-10003845,8856
CA-2018-127782,2018-11-02,2018-11-06,Standard Class,TH-21115,TEC-PH-10001817,859.2
CA-2018-141425,2018-11-02,2018-11-06,Second Class,AR-10825,OFF-SU-10000646,384592
US-2018-145597,2018-11-02,2018-11-05,First Class,GG-14650,OFF-AR-10001958,54336
US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,OFF-EN-10001335,76.58
US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,OFF-AR-10003469,8.8
US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,OFF-BI-10003718,590352
US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,OFF-FA-10004838,5.58
US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,FUR-FU-10002508,25.02
US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,OFF-ST-10001511,452.55
CA-2018-120061,2018-11-02,2018-11-07,Second Class,SR-20425,FUR-CH-10001973,155372
CA-2018-117114,2018-10-31,2018-11-05,Standard Class,CY-12745,TEC-PH-10004042,508768
CA-2018-117114,2018-10-31,2018-11-05,Standard Class,CY-12745,OFF-EN-10001137,9912
CA-2018-131632,2018-10-31,2018-11-04,Standard Class,AH-10120,OFF-AR-10003651,5248
CA-2018-139661,2018-10-30,2018-11-03,Standard Class,JW-15220,FUR-FU-10002885,9.64
CA-2018-155292,2018-10-30,2018-11-01,First Class,RD-19810,OFF-ST-10004963,105.98
CA-2018-155292,2018-10-30,2018-11-01,First Class,RD-19810,OFF-SU-10002573,35.06
CA-2018-155292,2018-10-30,2018-11-01,First Class,RD-19810,FUR-CH-10000553,33.94
CA-2018-155292,2018-10-30,2018-11-01,First Class,RD-19810,OFF-LA-10001982,30
CA-2018-160983,2018-10-29,2018-10-31,Second Class,GB-14530,OFF-PA-10002250,46.96
CA-2018-118367,2018-10-28,2018-11-02,Second Class,LO-17170,OFF-EN-10004386,47.98
CA-2018-130764,2018-10-27,2018-10-28,First Class,JO-15145,FUR-BO-10003034,556665
CA-2018-130764,2018-10-27,2018-10-28,First Class,JO-15145,TEC-PH-10003215,95.84
CA-2018-127922,2018-10-27,2018-11-03,Standard Class,SH-19975,OFF-EN-10003068,15.84
CA-2018-127922,2018-10-27,2018-11-03,Standard Class,SH-19975,OFF-PA-10001204,8448
CA-2018-151225,2018-10-27,2018-10-29,First Class,JM-15655,FUR-TA-10001539,189576
CA-2018-151225,2018-10-27,2018-10-29,First Class,JM-15655,TEC-PH-10004100,71.96
CA-2018-110310,2018-10-27,2018-11-02,Standard Class,NB-18655,OFF-PA-10001685,56784
CA-2018-110310,2018-10-27,2018-11-02,Standard Class,NB-18655,OFF-BI-10001097,5607
CA-2018-110310,2018-10-27,2018-11-02,Standard Class,NB-18655,OFF-AR-10001662,6576
CA-2018-110373,2018-10-27,2018-10-30,Second Class,MA-17560,OFF-AR-10003045,7056
CA-2018-110373,2018-10-27,2018-10-30,Second Class,MA-17560,TEC-PH-10001536,27184
CA-2018-134880,2018-10-27,2018-11-01,Standard Class,TW-21025,OFF-PA-10004039,44784
CA-2018-115119,2018-10-26,2018-10-30,Standard Class,SC-20440,TEC-PH-10001433,61542
CA-2018-115119,2018-10-26,2018-10-30,Standard Class,SC-20440,OFF-BI-10003007,81438
CA-2018-102729,2018-10-26,2018-10-31,Standard Class,BF-11215,OFF-ST-10000464,55616
CA-2018-139913,2018-10-23,2018-10-29,Standard Class,JC-16105,OFF-PA-10003739,11.56
CA-2018-139913,2018-10-23,2018-10-29,Standard Class,JC-16105,OFF-PA-10002479,26.4
CA-2018-139913,2018-10-23,2018-10-29,Standard Class,JC-16105,FUR-FU-10000771,69.08
CA-2018-139913,2018-10-23,2018-10-29,Standard Class,JC-16105,TEC-PH-10001552,35.88
CA-2018-125451,2018-10-23,2018-10-24,First Class,AH-10075,FUR-TA-10001039,240744
CA-2018-125451,2018-10-23,2018-10-24,First Class,AH-10075,FUR-FU-10004963,35
CA-2018-125451,2018-10-23,2018-10-24,First Class,AH-10075,FUR-FU-10000277,210.68
CA-2018-125451,2018-10-23,2018-10-24,First Class,AH-10075,FUR-TA-10004915,637896
CA-2018-125451,2018-10-23,2018-10-24,First Class,AH-10075,OFF-PA-10003724,43.44
CA-2018-125451,2018-10-23,2018-10-24,First Class,AH-10075,OFF-AP-10002906,2.22
CA-2018-101581,2018-10-22,2018-10-27,Standard Class,DW-13195,FUR-TA-10002607,177225
CA-2018-156363,2018-10-22,2018-10-28,Standard Class,ML-17395,TEC-PH-10003988,32.7
CA-2018-156363,2018-10-22,2018-10-28,Standard Class,ML-17395,OFF-EN-10003068,31.68
CA-2018-127180,2018-10-22,2018-10-24,First Class,TA-21385,TEC-CO-10004722,11199968
CA-2018-127180,2018-10-22,2018-10-24,First Class,TA-21385,TEC-PH-10001494,2399.6
CA-2018-127180,2018-10-22,2018-10-24,First Class,TA-21385,OFF-EN-10002500,63.9
CA-2018-127180,2018-10-22,2018-10-24,First Class,TA-21385,TEC-PH-10003800,52.99
US-2018-111920,2018-10-22,2018-10-26,Standard Class,PS-18970,OFF-AR-10003179,36.44
CA-2018-167094,2018-10-21,2018-10-22,First Class,DK-12835,OFF-PA-10003953,5184
CA-2018-167094,2018-10-21,2018-10-22,First Class,DK-12835,FUR-CH-10000155,478.48
CA-2018-167094,2018-10-21,2018-10-22,First Class,DK-12835,TEC-AC-10003116,28.4
CA-2018-154410,2018-10-21,2018-10-24,First Class,MD-17860,OFF-ST-10002743,909.12
CA-2018-142125,2018-10-21,2018-10-27,Standard Class,JB-15400,OFF-BI-10000301,38.82
CA-2018-142125,2018-10-21,2018-10-27,Standard Class,JB-15400,OFF-BI-10003460,21.9
CA-2018-113558,2018-10-21,2018-10-26,Standard Class,PH-18790,FUR-CH-10003379,683952
CA-2018-113558,2018-10-21,2018-10-26,Standard Class,PH-18790,FUR-FU-10001756,45696
CA-2018-145884,2018-10-21,2018-10-21,Same Day,SL-20155,TEC-PH-10000895,1439.92
CA-2018-145884,2018-10-21,2018-10-21,Same Day,SL-20155,FUR-TA-10002356,262.11
CA-2018-148166,2018-10-21,2018-10-26,Standard Class,NK-18490,OFF-AR-10004956,17856
CA-2018-117422,2018-10-21,2018-10-25,Standard Class,FC-14245,OFF-AP-10000938,161568
CA-2018-117422,2018-10-21,2018-10-25,Standard Class,FC-14245,OFF-PA-10002195,4064
CA-2018-117422,2018-10-21,2018-10-25,Standard Class,FC-14245,OFF-BI-10002799,6216
CA-2018-147277,2018-10-20,2018-10-24,Standard Class,EB-13705,FUR-TA-10001539,284364
CA-2018-147277,2018-10-20,2018-10-24,Standard Class,EB-13705,OFF-ST-10000142,665408
US-2018-146416,2018-10-20,2018-10-22,Second Class,JE-16165,OFF-LA-10003714,3.75
US-2018-146416,2018-10-20,2018-10-22,Second Class,JE-16165,OFF-BI-10001787,20928
US-2018-115252,2018-10-20,2018-10-25,Standard Class,MY-18295,TEC-PH-10004071,15984
US-2018-115252,2018-10-20,2018-10-25,Standard Class,MY-18295,OFF-PA-10001667,14352
CA-2018-158722,2018-10-20,2018-10-26,Standard Class,MA-17560,OFF-PA-10000176,45528
CA-2018-104822,2018-10-20,2018-10-20,Same Day,RB-19465,OFF-LA-10002034,24.55
CA-2018-125388,2018-10-19,2018-10-23,Standard Class,MP-17965,FUR-FU-10004712,56.56
CA-2018-125388,2018-10-19,2018-10-23,Standard Class,MP-17965,OFF-ST-10000918,32.7
CA-2018-125199,2018-10-19,2018-10-25,Standard Class,HM-14860,OFF-AR-10002956,123256
CA-2018-125199,2018-10-19,2018-10-25,Standard Class,HM-14860,OFF-PA-10004041,23.68
CA-2018-125199,2018-10-19,2018-10-25,Standard Class,HM-14860,TEC-PH-10001336,309576
CA-2018-131492,2018-10-19,2018-10-24,Second Class,HH-15010,OFF-EN-10002973,8.96
CA-2018-131492,2018-10-19,2018-10-24,Second Class,HH-15010,OFF-LA-10001641,31.5
CA-2018-131492,2018-10-19,2018-10-24,Second Class,HH-15010,FUR-FU-10003878,30.56
CA-2018-131492,2018-10-19,2018-10-24,Second Class,HH-15010,FUR-TA-10003837,24368
CA-2018-107727,2018-10-19,2018-10-23,Second Class,MA-17560,OFF-PA-10000249,29472
US-2018-120390,2018-10-19,2018-10-26,Standard Class,TH-21550,OFF-BI-10004995,1633188
CA-2018-165603,2018-10-17,2018-10-19,Second Class,SS-20140,OFF-ST-10000798,49.96
CA-2018-165603,2018-10-17,2018-10-19,Second Class,SS-20140,OFF-PA-10002552,12.96
CA-2018-114804,2018-10-17,2018-10-19,Second Class,BF-11020,TEC-PH-10001700,52792
CA-2018-132234,2018-10-16,2018-10-18,First Class,MY-17380,FUR-FU-10001290,547.3
CA-2018-111577,2018-10-16,2018-10-21,Standard Class,AJ-10780,OFF-PA-10000062,307776
CA-2018-159100,2018-10-16,2018-10-21,Standard Class,VP-21760,TEC-AC-10003499,18528
CA-2018-159100,2018-10-16,2018-10-21,Standard Class,VP-21760,FUR-TA-10001950,1875258
CA-2018-159282,2018-10-16,2018-10-21,Standard Class,GH-14410,TEC-MA-10001148,599985
CA-2018-113670,2018-10-15,2018-10-17,First Class,RS-19765,FUR-TA-10001705,510.24
CA-2018-113670,2018-10-15,2018-10-17,First Class,RS-19765,OFF-PA-10000675,204.95
CA-2018-164819,2018-10-15,2018-10-19,Second Class,RS-19420,OFF-LA-10001045,13.05
CA-2018-142643,2018-10-15,2018-10-20,Standard Class,DL-13495,OFF-LA-10003510,152.65
CA-2018-142643,2018-10-15,2018-10-20,Standard Class,DL-13495,FUR-FU-10000087,22.72
CA-2018-100237,2018-10-15,2018-10-19,Standard Class,SV-20815,OFF-AR-10001761,11.68
CA-2018-106033,2018-10-15,2018-10-18,Second Class,FG-14260,OFF-AR-10002818,87.92
CA-2018-150707,2018-10-14,2018-10-19,Standard Class,EL-13735,OFF-BI-10001078,37.66
CA-2018-126123,2018-10-14,2018-10-18,Standard Class,AG-10765,OFF-BI-10000309,27396
CA-2018-126123,2018-10-14,2018-10-18,Standard Class,AG-10765,OFF-BI-10004224,13456
CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,OFF-PA-10000673,11648
CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,OFF-PA-10004470,18176
CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,OFF-ST-10000876,59712
CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,OFF-LA-10002043,24.84
CA-2018-135909,2018-10-13,2018-10-20,Standard Class,JW-15220,TEC-AC-10002335,209.94
CA-2018-135909,2018-10-13,2018-10-20,Standard Class,JW-15220,TEC-PH-10003187,31984
CA-2018-135909,2018-10-13,2018-10-20,Standard Class,JW-15220,OFF-BI-10003527,5083.96
CA-2018-168655,2018-10-12,2018-10-18,Standard Class,ML-18040,TEC-AC-10002842,595
CA-2018-168655,2018-10-12,2018-10-18,Standard Class,ML-18040,OFF-BI-10002082,79872
CA-2018-169362,2018-10-12,2018-10-15,First Class,SP-20860,TEC-AC-10001383,39984
CA-2018-152702,2018-10-12,2018-10-16,Standard Class,SN-20710,FUR-CH-10002304,254604
CA-2018-149146,2018-10-12,2018-10-12,Same Day,SM-20320,OFF-PA-10003919,7968
CA-2018-126536,2018-10-12,2018-10-14,First Class,NK-18490,TEC-AC-10003709,0.99
CA-2018-126536,2018-10-12,2018-10-14,First Class,NK-18490,OFF-BI-10001191,101.84
CA-2018-152933,2018-10-12,2018-10-16,Standard Class,MG-17650,TEC-PH-10002085,369544
CA-2018-152933,2018-10-12,2018-10-16,Standard Class,MG-17650,OFF-PA-10001934,10368
CA-2018-152933,2018-10-12,2018-10-16,Standard Class,MG-17650,TEC-AC-10003033,791.88
US-2018-117247,2018-10-09,2018-10-14,Standard Class,CK-12760,FUR-TA-10002958,652.45
US-2018-117247,2018-10-09,2018-10-14,Standard Class,CK-12760,FUR-TA-10001676,66645
CA-2018-132430,2018-10-09,2018-10-11,First Class,CP-12085,FUR-FU-10003577,45888
CA-2018-105487,2018-10-08,2018-10-14,Standard Class,CS-12250,TEC-PH-10001336,103192
CA-2018-105487,2018-10-08,2018-10-14,Standard Class,CS-12250,TEC-AC-10002305,36
CA-2018-105487,2018-10-08,2018-10-14,Standard Class,CS-12250,TEC-AC-10003610,239.96
CA-2018-105487,2018-10-08,2018-10-14,Standard Class,CS-12250,OFF-ST-10002301,40.68
CA-2018-151596,2018-10-08,2018-10-11,First Class,BP-11050,OFF-ST-10001837,42.76
CA-2018-148404,2018-10-07,2018-10-11,Standard Class,Dp-13240,OFF-ST-10003208,580672
CA-2018-148404,2018-10-07,2018-10-11,Standard Class,Dp-13240,OFF-FA-10003112,18936
CA-2018-148404,2018-10-07,2018-10-11,Standard Class,Dp-13240,TEC-PH-10004447,222384
CA-2018-148404,2018-10-07,2018-10-11,Standard Class,Dp-13240,OFF-BI-10002854,50454
CA-2018-148404,2018-10-07,2018-10-11,Standard Class,Dp-13240,FUR-TA-10001039,154764
CA-2018-109099,2018-10-06,2018-10-11,Standard Class,MM-18280,OFF-PA-10001033,40.99
US-2018-148054,2018-10-06,2018-10-11,Standard Class,NZ-18565,FUR-FU-10003247,41.96
US-2018-148054,2018-10-06,2018-10-11,Standard Class,NZ-18565,OFF-AP-10004336,227.84
US-2018-148054,2018-10-06,2018-10-11,Standard Class,NZ-18565,OFF-PA-10001295,37.94
US-2018-136868,2018-10-06,2018-10-12,Standard Class,CR-12820,TEC-AC-10001539,319.96
US-2018-136868,2018-10-06,2018-10-12,Standard Class,CR-12820,OFF-PA-10002377,17.04
US-2018-136868,2018-10-06,2018-10-12,Standard Class,CR-12820,OFF-ST-10000991,344.91
CA-2018-143112,2018-10-05,2018-10-09,Standard Class,TS-21370,TEC-PH-10003095,87.8
CA-2018-143112,2018-10-05,2018-10-09,Standard Class,TS-21370,FUR-CH-10002880,221382
CA-2018-143112,2018-10-05,2018-10-09,Standard Class,TS-21370,TEC-MA-10001047,5199.96
CA-2018-131807,2018-10-05,2018-10-10,Standard Class,GG-14650,FUR-CH-10001190,435168
CA-2018-131807,2018-10-05,2018-10-10,Standard Class,GG-14650,OFF-FA-10002780,14.9
CA-2018-131807,2018-10-05,2018-10-10,Standard Class,GG-14650,OFF-AP-10004052,15.8
CA-2018-131807,2018-10-05,2018-10-10,Standard Class,GG-14650,FUR-FU-10004666,72.9
CA-2018-131807,2018-10-05,2018-10-10,Standard Class,GG-14650,FUR-TA-10004086,206352
CA-2018-131807,2018-10-05,2018-10-10,Standard Class,GG-14650,TEC-PH-10000702,7992
US-2018-103247,2018-10-05,2018-10-08,Second Class,PO-19195,TEC-PH-10003555,160.93
US-2018-103247,2018-10-05,2018-10-08,Second Class,PO-19195,OFF-BI-10004492,75792
CA-2018-167661,2018-10-05,2018-10-10,Standard Class,MP-18175,OFF-BI-10002571,39.92
CA-2018-167661,2018-10-05,2018-10-10,Standard Class,MP-18175,OFF-PA-10002581,61.96
CA-2018-167661,2018-10-05,2018-10-10,Standard Class,MP-18175,OFF-BI-10001097,19936
CA-2018-157672,2018-10-05,2018-10-07,First Class,RB-19795,TEC-AC-10001714,63824
CA-2018-163818,2018-10-04,2018-10-08,Standard Class,PS-18970,FUR-FU-10000076,19.98
CA-2018-101749,2018-10-03,2018-10-08,Standard Class,AS-10045,FUR-TA-10001520,171288
CA-2018-144820,2018-10-03,2018-10-07,Second Class,LW-16825,OFF-AR-10004817,20.64
